frame_id,frame_name,nm_per_pixel,cx_nm,cy_nm
48,11dd74426e8374ac110c4036c77c09ab_000000000048,0.390658,353.683591,170.828851
49,11dd74426e8374ac110c4036c77c09ab_000000000049,0.383342,278.717082,210.065527
49,11dd74426e8374ac110c4036c77c09ab_000000000049,0.383342,330.339347,228.811548
49,11dd74426e8374ac110c4036c77c09ab_000000000049,0.383342,346.504645,167.377713
50,11dd74426e8374ac110c4036c77c09ab_000000000050,0.392232,286.829615,214.918506
50,11dd74426e8374ac110c4036c77c09ab_000000000050,0.392232,339.761556,234.118472
50,11dd74426e8374ac110c4036c77c09ab_000000000050,0.392232,356.023587,172.534846
51,11dd74426e8374ac110c4036c77c09ab_000000000051,0.392232,286.878141,214.720834
51,11dd74426e8374ac110c4036c77c09ab_000000000051,0.392232,339.529195,234.115073
51,11dd74426e8374ac110c4036c77c09ab_000000000051,0.392232,355.102186,171.271510
52,11dd74426e8374ac110c4036c77c09ab_000000000052,0.390658,285.155458,214.804605
52,11dd74426e8374ac110c4036c77c09ab_000000000052,0.390658,336.542003,233.313758
52,11dd74426e8374ac110c4036c77c09ab_000000000052,0.390658,356.057605,172.662015
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,287.634099,214.981837
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,340.841170,234.944702
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,294.024682,156.007401
53,11dd74426e8374ac110c4036c77c09ab_000000000059,0.390658,347.979115,175.718643
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,284.800805,213.800755
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,335.733839,233.498405
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,296.404085,153.793654
54,11dd74426e8374ac110c4036c77c09ab_000000000060,0.390658,350.282837,172.155035
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,284.121207,213.430364
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,334.666182,233.549240
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,297.265659,153.958451
55,11dd74426e8374ac110c4036c77c09ab_000000000061,0.390658,348.196857,170.853410
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,284.352683,213.388661
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,336.218084,234.608337
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,298.305704,152.729800
56,11dd74426e8374ac110c4036c77c09ab_000000000062,0.390658,351.423408,171.875013
57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.390658,334.986262,234.228146
57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.390658,295.473030,152.970075
57,11dd74426e8374ac110c4036c77c09ab_000000000063,0.390658,347.870101,170.165193
58,11dd74426e8374ac110c4036c77c09ab_000000000064,0.390658,334.092881,234.560697
58,11dd74426e8374ac110c4036c77c09ab_000000000064,0.390658,295.818694,153.246819
58,11dd74426e8374ac110c4036c77c09ab_000000000064,0.390658,349.310723,170.631293
59,11dd74426e8374ac110c4036c77c09ab_000000000065,0.390658,335.080446,234.112313
59,11dd74426e8374ac110c4036c77c09ab_000000000065,0.390658,295.530613,152.571084
59,11dd74426e8374ac110c4036c77c09ab_000000000065,0.390658,347.840010,169.784633
60,11dd74426e8374ac110c4036c77c09ab_000000000066,0.390658,336.613105,235.320171
60,11dd74426e8374ac110c4036c77c09ab_000000000066,0.390658,296.830842,152.901750
60,11dd74426e8374ac110c4036c77c09ab_000000000066,0.390658,349.051898,168.693288
61,11dd74426e8374ac110c4036c77c09ab_000000000067,0.390658,335.797860,235.202144
61,11dd74426e8374ac110c4036c77c09ab_000000000067,0.390658,298.168316,153.642019
61,11dd74426e8374ac110c4036c77c09ab_000000000067,0.390658,351.416207,170.477321
62,11dd74426e8374ac110c4036c77c09ab_000000000068,0.390658,335.999579,235.054646
62,11dd74426e8374ac110c4036c77c09ab_000000000068,0.390658,296.581745,152.743523
62,11dd74426e8374ac110c4036c77c09ab_000000000068,0.390658,350.143136,169.641487
63,11dd74426e8374ac110c4036c77c09ab_000000000069,0.390658,337.191986,236.532107
63,11dd74426e8374ac110c4036c77c09ab_000000000069,0.390658,294.765773,154.922816
63,11dd74426e8374ac110c4036c77c09ab_000000000069,0.390658,350.820611,169.782893
64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,337.802985,236.935998
64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,296.614149,153.887599
64,11dd74426e8374ac110c4036c77c09ab_000000000070,0.390658,349.966620,169.491318
65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,338.059473,236.437137
65,11dd74426e8374ac110c4036c77c09ab_000000000071,0.390658,296.759144,153.804241
